"Maint Activity Name","Equip Pool Name","Asset Id","Item Desc","Location","Maintenance Schedule Id","Plan ID","Plan Name","Plan Desc","Plan Type Cd","Occurrence Cd","Last Maint Dt","Recurring Method Cd","Total Util Qty","Schedule Method","Last Util Qty","Utilization Measure Cd","Next Maint Date","Schedule Date","ACC","Acq Pgm Desc","Acq Pgm Name","APO Name","Asset Sts Cd","Before Util Qty","Central Maint Schedule Flag","Current Meter Reading","Custodian Name","Custodian Nbr","Data Code","Days Before Sched Qty","DOD Serial Nbr","Due Date","Equip Grp Cd","Extended Due Date","Frequency Cd","Include Weekend","Interval","Issue Date","LIN/TAMCN","Maint Acty Desc","Maint Loc","Maint Team Desc","Maint Team Id","Mfr Model Nbr","Mfr Name","Mfr Part Nbr","Next Util Qty","Not In Use","Owning UIC","Priority Cd","Rescission Date","Sched Effective Dt","Serial Nbr","Stock Nbr","Suspend Until Dt","Suspend Util Qty","Type Dsg Desc","Type Dsg Group Cd","Type Dsg Name","UII","Util Qty Frequency","Util Svc Life","Vehicle Grp Cd","Vehicle Type Cd","Waiver","Estbd By","Estbd Date Time","Last Updtd By","Last Tran Date Time"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00368","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT296899","35BD","INSP/ EMISSION SYSTEMS  #VSCOS","INSPECTION PERIODIC/ EMISSION SYSTEM CHECK, IAW TO 36-1-191, TABLE 3-2, ITEM 10","PREV","R","02/06/2026      ","XD","163952.000","LM","161733.00","M - Miles","02/06/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","163952.00","SECURITY FORCES GP","441VV-MTKL","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","166733.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC6GG168128","2320015526889","","","","","","LDN003670000938520","5000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","LTANG","2/20/2025 2:31:15 PM","ANIETOREYES","2/6/2026 10:01:22 AM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00369","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT259678","43AA","INCOMING INSPECTION  #VSCOS","INCOMING INSPECTION","INSP","R","03/20/2026      ","XD","170140.000","LM","168108.00","M - Miles","03/20/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","170140.00","SECURITY FORCES GP","441VV-MTKL","","42","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC8GG167773","2320015526889","","","","","","LDN003670000938521","","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/15/2023 1:29:23 PM","UNKNOWN","3/20/2026 1:50:03 PM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00369","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT260174","02AE","SPARK PLUGS #VSCOS","IGNITION SYSTEM/ SPARK PLUGS","MANT","R","","XU","170140.000","","100764.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","170140.00","SECURITY FORCES GP","441VV-MTKL","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","198264.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC8GG167773","2320015526889","","","","","","LDN003670000938521","97500","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/15/2023 3:27:57 PM","UNKNOWN","3/15/2023 5:19:50 PM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00369","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT260334","13AT","TRANSFER CASE/ FLUID #VSCOS","TRANSFER CASE/  FLUID","MANT","R","11/20/2023      ","XU","170140.000","","161116.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","170140.00","SECURITY FORCES GP","441VV-MTKL","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","206116.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC8GG167773","2320015526889","","","","","","LDN003670000938521","45000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/15/2023 3:52:35 PM","UNKNOWN","11/20/2023 12:13:56 PM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00369","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT281324","35AC","INSP/ TRANSMISSION SERVICE  #VSCOS","INSPECTION PERIODIC/ AUTOMATIC TRANSMISSION SERVICE, IAW 36-1-191, TABLE 3-2, ITEM 14","PREV","R","03/20/2026      ","XU","170140.000","","168108.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","170140.00","SECURITY FORCES GP","441VV-MTKL","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","213108.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC8GG167773","2320015526889","","","","","","LDN003670000938521","45000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","KDAVIS","11/8/2023 3:51:33 PM","UNKNOWN","3/20/2026 1:50:01 PM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00369","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT292747","34AA","SCH PREVENTIVE MAINT INSP  #VSCOS","SCH PREVENTIVE MAINTENANCE INSPECTION, IAW TO 36-1-191, TABLE 3-1 & PARA 3.13.1","PREV","R","03/20/2026      ","XD","170140.000","LM","168108.00","M - Miles","03/20/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","500","NO","170140.00","SECURITY FORCES GP","441VV-MTKL","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","173108.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC8GG167773","2320015526889","","","","","","LDN003670000938521","5000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","LTANG","8/6/2024 10:51:59 AM","UNKNOWN","3/20/2026 1:50:05 PM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00369","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT294490","35AA","INSP/ WHEEL BEARINGS  #VSCOS","INSPECTION PERIODIC/ WHEEL BEARING INSPECTION/SERVICE, IAW TO 36-1-191, TABLE 3-2, ITEM 1","PREV","R","11/20/2023      ","XD","170140.000","LM","161116.00","M - Miles","11/20/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","50","NO","170140.00","SECURITY FORCES GP","441VV-MTKL","","15","","","VL - Passenger Carrying Vehicles","","M","NO","36","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","176116.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC8GG167773","2320015526889","","","","","","LDN003670000938521","15000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","LTANG","9/13/2024 10:29:57 AM","SVCGM_DPAS_MAIN TFS159313","6/13/2025 9:02:47 PM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00369","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT296899","35BD","INSP/ EMISSION SYSTEMS  #VSCOS","INSPECTION PERIODIC/ EMISSION SYSTEM CHECK, IAW TO 36-1-191, TABLE 3-2, ITEM 10","PREV","R","03/20/2026      ","XD","170140.000","LM","168108.00","M - Miles","03/20/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","170140.00","SECURITY FORCES GP","441VV-MTKL","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","173108.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC8GG167773","2320015526889","","","","","","LDN003670000938521","5000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","LTANG","1/15/2025 12:01:41 PM","UNKNOWN","3/20/2026 1:50:04 PM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00370","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT259678","43AA","INCOMING INSPECTION  #VSCOS","INCOMING INSPECTION","INSP","R","02/13/2026      ","XD","171830.000","LM","170422.00","M - Miles","02/13/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","171830.00","LRS VEHICLE MGT FLT","441VV-MTEG","","42","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC1GG166559","2320015526889","","","","","","LDN003670000938522","","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/15/2023 1:29:23 PM","ANIETOREYES","2/13/2026 10:39:23 AM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00370","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT260174","02AE","SPARK PLUGS #VSCOS","IGNITION SYSTEM/ SPARK PLUGS","MANT","R","","XU","171830.000","","120621.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","171830.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","218121.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC1GG166559","2320015526889","","","","","","LDN003670000938522","97500","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/15/2023 3:35:30 PM","GSHONKA","3/15/2023 3:35:30 PM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00370","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT260334","13AT","TRANSFER CASE/ FLUID #VSCOS","TRANSFER CASE/  FLUID","MANT","R","12/14/2023      ","XU","171830.000","","162010.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","171830.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","207010.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC1GG166559","2320015526889","","","","","","LDN003670000938522","45000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/15/2023 3:58:18 PM","UNKNOWN","12/14/2023 8:06:52 PM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00370","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT281324","35AC","INSP/ TRANSMISSION SERVICE  #VSCOS","INSPECTION PERIODIC/ AUTOMATIC TRANSMISSION SERVICE, IAW 36-1-191, TABLE 3-2, ITEM 14","PREV","R","12/14/2023      ","XU","171830.000","","162010.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","171830.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","207010.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC1GG166559","2320015526889","","","","","","LDN003670000938522","45000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","KDAVIS","11/8/2023 3:51:33 PM","UNKNOWN","12/14/2023 8:06:52 PM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00370","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT292747","34AA","SCH PREVENTIVE MAINT INSP  #VSCOS","SCH PREVENTIVE MAINTENANCE INSPECTION, IAW TO 36-1-191, TABLE 3-1 & PARA 3.13.1","PREV","R","02/13/2026      ","XD","171830.000","LM","170422.00","M - Miles","02/13/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","500","NO","171830.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","175422.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC1GG166559","2320015526889","","","","","","LDN003670000938522","5000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","LTANG","8/6/2024 12:20:18 PM","ANIETOREYES","2/13/2026 10:39:23 AM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00370","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT294490","35AA","INSP/ WHEEL BEARINGS  #VSCOS","INSPECTION PERIODIC/ WHEEL BEARING INSPECTION/SERVICE, IAW TO 36-1-191, TABLE 3-2, ITEM 1","PREV","R","02/13/2026      ","XD","171830.000","LM","170422.00","M - Miles","02/13/2029      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","50","NO","171830.00","LRS VEHICLE MGT FLT","441VV-MTEG","","15","","","VL - Passenger Carrying Vehicles","","M","NO","36","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","185422.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC1GG166559","2320015526889","","","","","","LDN003670000938522","15000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","LTANG","9/13/2024 10:31:17 AM","ANIETOREYES","2/13/2026 10:39:23 AM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00370","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT296899","35BD","INSP/ EMISSION SYSTEMS  #VSCOS","INSPECTION PERIODIC/ EMISSION SYSTEM CHECK, IAW TO 36-1-191, TABLE 3-2, ITEM 10","PREV","R","02/13/2026      ","XD","171830.000","LM","170422.00","M - Miles","02/13/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","171830.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","175422.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC1GG166559","2320015526889","","","","","","LDN003670000938522","5000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","LTANG","10/16/2025 4:22:17 PM","ANIETOREYES","2/13/2026 10:39:23 AM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00371","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT259678","43AA","INCOMING INSPECTION  #VSCOS","INCOMING INSPECTION","INSP","R","01/12/2026      ","XD","187867.000","LM","179612.00","M - Miles","01/12/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","187867.00","SECURITY FORCES GP","441VV-MTKL","","42","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC5GG167701","2320015526889","","","","","","LDN003670000938523","","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/15/2023 1:29:23 PM","UNKNOWN","1/12/2026 12:24:38 PM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00371","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT260174","02AE","SPARK PLUGS #VSCOS","IGNITION SYSTEM/ SPARK PLUGS","MANT","R","12/02/2022      ","XU","187867.000","","144467.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","187867.00","SECURITY FORCES GP","441VV-MTKL","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","241967.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC5GG167701","2320015526889","","","","","","LDN003670000938523","97500","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/15/2023 3:35:30 PM","UNKNOWN","3/23/2023 9:30:51 AM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00371","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT260334","13AT","TRANSFER CASE/ FLUID #VSCOS","TRANSFER CASE/  FLUID","MANT","R","01/28/2025      ","XU","187867.000","","165237.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","187867.00","SECURITY FORCES GP","441VV-MTKL","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","210237.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC5GG167701","2320015526889","","","","","","LDN003670000938523","45000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/15/2023 3:58:18 PM","UNKNOWN","1/28/2025 5:49:04 PM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00371","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT281324","35AC","INSP/ TRANSMISSION SERVICE  #VSCOS","INSPECTION PERIODIC/ AUTOMATIC TRANSMISSION SERVICE, IAW 36-1-191, TABLE 3-2, ITEM 14","PREV","R","01/04/2024      ","XU","187867.000","","151673.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","187867.00","SECURITY FORCES GP","441VV-MTKL","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","196673.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC5GG167701","2320015526889","","","","","","LDN003670000938523","45000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","KDAVIS","11/8/2023 3:51:33 PM","VCHESHIRE","1/6/2024 8:22:02 AM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00371","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT292747","34AA","SCH PREVENTIVE MAINT INSP  #VSCOS","SCH PREVENTIVE MAINTENANCE INSPECTION, IAW TO 36-1-191, TABLE 3-1 & PARA 3.13.1","PREV","R","01/12/2026      ","XD","187867.000","LM","179612.00","M - Miles","01/12/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","500","NO","187867.00","SECURITY FORCES GP","441VV-MTKL","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","184612.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC5GG167701","2320015526889","","","","","","LDN003670000938523","5000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","LTANG","8/6/2024 8:47:22 AM","UNKNOWN","1/12/2026 12:24:39 PM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00371","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT294490","35AA","INSP/ WHEEL BEARINGS  #VSCOS","INSPECTION PERIODIC/ WHEEL BEARING INSPECTION/SERVICE, IAW TO 36-1-191, TABLE 3-2, ITEM 1","PREV","R","01/12/2026      ","XD","187867.000","LM","179612.00","M - Miles","01/12/2029      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","50","NO","187867.00","SECURITY FORCES GP","441VV-MTKL","","15","","","VL - Passenger Carrying Vehicles","","M","NO","36","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","194612.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC5GG167701","2320015526889","","","","","","LDN003670000938523","15000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","LTANG","1/29/2025 8:10:37 AM","UNKNOWN","1/12/2026 12:24:39 PM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00371","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT296899","35BD","INSP/ EMISSION SYSTEMS  #VSCOS","INSPECTION PERIODIC/ EMISSION SYSTEM CHECK, IAW TO 36-1-191, TABLE 3-2, ITEM 10","PREV","R","01/12/2026      ","XD","187867.000","LM","179612.00","M - Miles","01/12/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","187867.00","SECURITY FORCES GP","441VV-MTKL","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","184612.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC5GG167701","2320015526889","","","","","","LDN003670000938523","5000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","ZEASON","4/9/2025 1:51:30 AM","UNKNOWN","1/12/2026 12:24:39 PM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00372","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT259678","43AA","INCOMING INSPECTION  #VSCOS","INCOMING INSPECTION","INSP","R","07/25/2025      ","XD","174787.000","LM","161403.00","M - Miles","07/25/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","174787.00","SECURITY FORCES GP","441VV-MTKL","","42","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC8GG165201","2320015526889","","","","","","LDN003670000938524","","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/15/2023 1:29:23 PM","UNKNOWN","7/25/2025 5:22:10 PM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00372","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT260174","02AE","SPARK PLUGS #VSCOS","IGNITION SYSTEM/ SPARK PLUGS","MANT","R","","XU","174787.000","","99551.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","174787.00","SECURITY FORCES GP","441VV-MTKL","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","197051.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC8GG165201","2320015526889","","","","","","LDN003670000938524","97500","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/15/2023 3:35:30 PM","GSHONKA","3/15/2023 3:35:30 PM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00372","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT260334","13AT","TRANSFER CASE/ FLUID #VSCOS","TRANSFER CASE/  FLUID","MANT","R","02/28/2024      ","XU","174787.000","","144366.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","174787.00","SECURITY FORCES GP","441VV-MTKL","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","189366.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC8GG165201","2320015526889","","","","","","LDN003670000938524","45000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/15/2023 3:58:18 PM","UNKNOWN","2/28/2024 11:26:02 AM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00372","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT281324","35AC","INSP/ TRANSMISSION SERVICE  #VSCOS","INSPECTION PERIODIC/ AUTOMATIC TRANSMISSION SERVICE, IAW 36-1-191, TABLE 3-2, ITEM 14","PREV","R","02/28/2024      ","XU","174787.000","","144366.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","174787.00","SECURITY FORCES GP","441VV-MTKL","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","189366.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC8GG165201","2320015526889","","","","","","LDN003670000938524","45000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","KDAVIS","11/8/2023 3:51:33 PM","UNKNOWN","2/28/2024 11:25:59 AM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00372","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT292747","34AA","SCH PREVENTIVE MAINT INSP  #VSCOS","SCH PREVENTIVE MAINTENANCE INSPECTION, IAW TO 36-1-191, TABLE 3-1 & PARA 3.13.1","PREV","R","07/25/2025      ","XD","174787.000","LM","161403.00","M - Miles","07/25/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","500","NO","174787.00","SECURITY FORCES GP","441VV-MTKL","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","166403.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC8GG165201","2320015526889","","","","","","LDN003670000938524","5000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","LTANG","8/5/2024 1:53:59 PM","UNKNOWN","7/25/2025 5:22:12 PM"
"5 LRS MINOT","KL - SECURITY FORCES","AF16B00372","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT294490","35AA","INSP/ WHEEL BEARINGS  #VSCOS","INSPECTION PERIODIC/ WHEEL BEARING INSPECTION/SERVICE, IAW TO 36-1-191, TABLE 3-2, ITEM 1","PREV","R","11/04/2024      ","XD","174787.000","LM","152657.00","M - Miles","11/04/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","50","NO","174787.00","SECURITY FORCES GP","441VV-MTKL","","15","","","VL - Passenger Carrying Vehicles","","M","NO","36","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","167657.00","NO","FFDYM0","5 - Routine I - 5 days","","","3GCUKNEC8GG165201","2320015526889","","","","","","LDN003670000938524","15000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","LTANG","11/5/2024 11:09:45 AM","SVCGM_DPAS_MAIN TFS159313","6/13/2025 9:02:48 PM"
