"Maint Activity Name","Equip Pool Name","Asset Id","Item Desc","Location","Maintenance Schedule Id","Plan ID","Plan Name","Plan Desc","Plan Type Cd","Occurrence Cd","Last Maint Dt","Recurring Method Cd","Total Util Qty","Schedule Method","Last Util Qty","Utilization Measure Cd","Next Maint Date","Schedule Date","ACC","Acq Pgm Desc","Acq Pgm Name","APO Name","Asset Sts Cd","Before Util Qty","Central Maint Schedule Flag","Current Meter Reading","Custodian Name","Custodian Nbr","Data Code","Days Before Sched Qty","DOD Serial Nbr","Due Date","Equip Grp Cd","Extended Due Date","Frequency Cd","Include Weekend","Interval","Issue Date","LIN/TAMCN","Maint Acty Desc","Maint Loc","Maint Team Desc","Maint Team Id","Mfr Model Nbr","Mfr Name","Mfr Part Nbr","Next Util Qty","Not In Use","Owning UIC","Priority Cd","Rescission Date","Sched Effective Dt","Serial Nbr","Stock Nbr","Suspend Until Dt","Suspend Util Qty","Type Dsg Desc","Type Dsg Group Cd","Type Dsg Name","UII","Util Qty Frequency","Util Svc Life","Vehicle Grp Cd","Vehicle Type Cd","Waiver","Estbd By","Estbd Date Time","Last Updtd By","Last Tran Date Time"
"5 LRS MINOT"," - ","AF25B02040","TRUCK, ARMORED","MINOT AFB","","","","","","","","","","","","M - Miles","","","T - Other Equip","","","TROY SENGER","U - In Use","","","","SECURITY FORCES GP","441VV-MTKL","","","","","ZS - Miscellaneous: Group ZS","","","","","","B283","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","","","","F350, THE ARMORED GROUP","FORD","APPROX GVWR 14200, MD PICKUP, VA-1","","","FFDYM0","","","","1FT8W3BNXSED77310","2320017341934","","","","","","","","200000.00","","","","","","",""
"5 LRS MINOT"," - ","AF25B02045","TRUCK, ARMORED","MINOT AFB","","","","","","","","","","","","M - Miles","","","T - Other Equip","","","TROY SENGER","U - In Use","","","","SECURITY FORCES GP","441VV-MTKL","","","","","ZS - Miscellaneous: Group ZS","","","","","","B283","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","","","","F350, THE ARMORED GROUP","FORD","APPROX GVWR 14200, MD PICKUP, VA-1","","","FFDYM0","","","","1FT8W3BN8TED33565","2320017341934","","","","","","","","200000.00","","","","","","",""
"5 LRS MINOT","00 - VM EXCESS","AF21B00173","TRUCK,VAN","MINOT AFB","DF-VEHS5 LRS MINOT259678","43AA","INCOMING INSPECTION  #VSCOS","INCOMING INSPECTION","INSP","R","01/07/2026      ","XD","56.000","LM","56.00","M - Miles","01/07/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","56.00","LRS VEHICLE MGT FLT","441VV-MTEG","","42","","","VR - Trucks, Utility","","M","NO","12","","B180","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MAFB","","","TRANSIT","FORD","APPROX GVWR 10360","","NO","FFDYM0","5 - Routine I - 5 days","","","1FTBW1X84MKA95780","2320015721119","","","","","","LDN003670001535043","","200000.00","0116 - MD Van Cargo Owned","124 - MD Van (Cargo)","False","LTANG","1/7/2026 3:29:23 PM","LTANG","1/7/2026 4:18:09 PM"
"5 LRS MINOT","00 - VM EXCESS","AF21B00173","TRUCK,VAN","MINOT AFB","DF-VEHS5 LRS MINOT260172","02AE","SPARK PLUGS #VSCOS","IGNITION SYSTEM/ SPARK PLUGS","MANT","R","","XU","56.000","","56.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","56.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VR - Trucks, Utility","","","NO","","","B180","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MAFB","","","TRANSIT","FORD","APPROX GVWR 10360","60056.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FTBW1X84MKA95780","2320015721119","","","","","","LDN003670001535043","60000","200000.00","0116 - MD Van Cargo Owned","124 - MD Van (Cargo)","False","LTANG","1/7/2026 4:20:50 PM","LTANG","1/7/2026 4:20:50 PM"
"5 LRS MINOT","00 - VM EXCESS","AF21B00173","TRUCK,VAN","MINOT AFB","DF-VEHS5 LRS MINOT281327","35AC","INSP/ TRANSMISSION SERVICE  #VSCOS","INSPECTION PERIODIC/ AUTOMATIC TRANSMISSION SERVICE, IAW 36-1-191, TABLE 3-2, ITEM 14","PREV","R","","XU","56.000","","56.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","56.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VR - Trucks, Utility","","","NO","","","B180","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MAFB","","","TRANSIT","FORD","APPROX GVWR 10360","150056.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FTBW1X84MKA95780","2320015721119","","","","","","LDN003670001535043","150000","200000.00","0116 - MD Van Cargo Owned","124 - MD Van (Cargo)","False","LTANG","1/7/2026 4:21:35 PM","LTANG","1/7/2026 4:21:35 PM"
"5 LRS MINOT","00 - VM EXCESS","AF21B00173","TRUCK,VAN","MINOT AFB","DF-VEHS5 LRS MINOT292747","34AA","SCH PREVENTIVE MAINT INSP  #VSCOS","SCH PREVENTIVE MAINTENANCE INSPECTION, IAW TO 36-1-191, TABLE 3-1 & PARA 3.13.1","PREV","R","01/07/2026      ","XD","56.000","LM","56.00","M - Miles","01/07/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","500","NO","56.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VR - Trucks, Utility","","M","NO","12","","B180","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MAFB","","","TRANSIT","FORD","APPROX GVWR 10360","5056.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FTBW1X84MKA95780","2320015721119","","","","","","LDN003670001535043","5000","200000.00","0116 - MD Van Cargo Owned","124 - MD Van (Cargo)","False","LTANG","1/7/2026 3:30:01 PM","UNKNOWN","1/7/2026 4:19:30 PM"
"5 LRS MINOT","00 - VM EXCESS","AF21B00173","TRUCK,VAN","MINOT AFB","DF-VEHS5 LRS MINOT294490","35AA","INSP/ WHEEL BEARINGS  #VSCOS","INSPECTION PERIODIC/ WHEEL BEARING INSPECTION/SERVICE, IAW TO 36-1-191, TABLE 3-2, ITEM 1","PREV","R","01/07/2026      ","XD","56.000","LM","56.00","M - Miles","01/07/2029      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","50","NO","56.00","LRS VEHICLE MGT FLT","441VV-MTEG","","15","","","VR - Trucks, Utility","","M","NO","36","","B180","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MAFB","","","TRANSIT","FORD","APPROX GVWR 10360","15056.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FTBW1X84MKA95780","2320015721119","","","","","","LDN003670001535043","15000","200000.00","0116 - MD Van Cargo Owned","124 - MD Van (Cargo)","False","LTANG","1/7/2026 4:22:26 PM","LTANG","1/7/2026 4:22:26 PM"
"5 LRS MINOT","00 - VM EXCESS","AF21B00173","TRUCK,VAN","MINOT AFB","DF-VEHS5 LRS MINOT296899","35BD","INSP/ EMISSION SYSTEMS  #VSCOS","INSPECTION PERIODIC/ EMISSION SYSTEM CHECK, IAW TO 36-1-191, TABLE 3-2, ITEM 10","PREV","R","01/07/2026      ","XD","56.000","LM","56.00","M - Miles","01/07/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","56.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VR - Trucks, Utility","","M","NO","12","","B180","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MAFB","","","TRANSIT","FORD","APPROX GVWR 10360","5056.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FTBW1X84MKA95780","2320015721119","","","","","","LDN003670001535043","5000","200000.00","0116 - MD Van Cargo Owned","124 - MD Van (Cargo)","False","LTANG","1/7/2026 3:30:37 PM","UNKNOWN","1/7/2026 4:19:30 PM"
"5 LRS MINOT","13 - 13","G621454V","TRUCK, CARGO, (LEASE)","MINOT AFB","","","","","","","","","42265.000","","","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","","42265.00","SECOND WG CV","441VV-MT13","","","","","VL - Passenger Carrying Vehicles","","","","","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","1500","RAM","APPROX GVWR 6600, LD-PICKUP 4X4","","","FFDYM0","","","","1C6RR7KG4JS300475","2320B21655","","","","","","","","200000.00","6252 - Pickup, Crew Cab /55","111 - LD Pickup 4x4","","","","",""
"5 LRS MINOT","15 - 15","G10A0302","AUTOMOBILE, SEDAN, (LEASE)","MINOT AFB","","","","","","","","","2090.000","","","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","","2090.00","WG CV","441VV-MT15","","","","","VL - Passenger Carrying Vehicles","","","","","","B102","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT","","","ALTIMA","NISSAN","APPROX GVWR 4328, SEDAN WGN COMPACT","","","FFDYM0","","","","1N4BL4BV3RN302033","2310B1029C","","","","","","LDN003670001575604","","200000.00","1201 - Sedan Compact /","127 - Sedan/St Wgn Compact","","","","",""
"5 LRS MINOT","AA - 5 BW CC/CV","G612246Z","TRUCK, CARRYALL, (LEASE)","MINOT AFB","","","","","","","","","2196.000","","","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","","2196.00","WG CC","441VV-MTAA","","","","","VL - Passenger Carrying Vehicles","","","","","","B228","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","","","","ESCAPE","FORD","APPROX GVWR 4901, LD SUV 4X4","","","FFDYM0","","","","1FMCU9F66NUA84970","2320B22899","","","","","","","","200000.00","0115 - MD SUV Owned","123 - MD SUV","","","","",""
"5 LRS MINOT","AG - SAFETY","AF08B01228","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT259678","43AA","INCOMING INSPECTION  #VSCOS","INCOMING INSPECTION","INSP","R","09/11/2025      ","XD","153742.000","LM","153391.00","M - Miles","09/11/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","153742.00","SAFETY","441VV-MTAG","","42","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","","NO","FFDYM0","5 - Routine I - 5 days","","","2GCEK133081263410","2320015229464","","","","","","D1TZJ429SMQ","","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/15/2023 1:17:02 PM","ANIETOREYES","9/11/2025 3:48:51 PM"
"5 LRS MINOT","AG - SAFETY","AF08B01228","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT260175","02AE","SPARK PLUGS #VSCOS","IGNITION SYSTEM/ SPARK PLUGS","MANT","R","","XU","153742.000","","150654.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","153742.00","SAFETY","441VV-MTAG","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","250654.00","NO","FFDYM0","5 - Routine I - 5 days","","","2GCEK133081263410","2320015229464","","","","","","D1TZJ429SMQ","100000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/15/2023 2:07:52 PM","UNKNOWN","3/15/2023 5:19:51 PM"
"5 LRS MINOT","AG - SAFETY","AF08B01228","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT260335","13AT","TRANSFER CASE/ FLUID #VSCOS","TRANSFER CASE/  FLUID","MANT","R","","XU","153742.000","","150193.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","153742.00","SAFETY","441VV-MTAG","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","200193.00","NO","FFDYM0","5 - Routine I - 5 days","","","2GCEK133081263410","2320015229464","","","","","","D1TZJ429SMQ","50000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/15/2023 1:55:04 PM","GSHONKA","3/15/2023 1:55:04 PM"
"5 LRS MINOT","AG - SAFETY","AF08B01228","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT281325","35AC","INSP/ TRANSMISSION SERVICE  #VSCOS","INSPECTION PERIODIC/ AUTOMATIC TRANSMISSION SERVICE, IAW 36-1-191, TABLE 3-2, ITEM 14","PREV","R","","XU","153742.000","","149873.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","153742.00","SAFETY","441VV-MTAG","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","199873.00","NO","FFDYM0","5 - Routine I - 5 days","","","2GCEK133081263410","2320015229464","","","","","","D1TZJ429SMQ","50000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","KDAVIS","11/8/2023 1:24:49 PM","KDAVIS","11/8/2023 1:24:49 PM"
"5 LRS MINOT","AG - SAFETY","AF08B01228","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT292747","34AA","SCH PREVENTIVE MAINT INSP  #VSCOS","SCH PREVENTIVE MAINTENANCE INSPECTION, IAW TO 36-1-191, TABLE 3-1 & PARA 3.13.1","PREV","R","09/11/2025      ","XD","153742.000","LM","153391.00","M - Miles","09/11/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","500","NO","153742.00","SAFETY","441VV-MTAG","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","158391.00","NO","FFDYM0","5 - Routine I - 5 days","","","2GCEK133081263410","2320015229464","","","","","","D1TZJ429SMQ","5000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","LTANG","9/6/2024 8:14:52 AM","ANIETOREYES","9/11/2025 3:48:51 PM"
"5 LRS MINOT","AG - SAFETY","AF08B01228","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT294490","35AA","INSP/ WHEEL BEARINGS  #VSCOS","INSPECTION PERIODIC/ WHEEL BEARING INSPECTION/SERVICE, IAW TO 36-1-191, TABLE 3-2, ITEM 1","PREV","R","05/09/2024      ","XD","153742.000","LM","153013.00","M - Miles","05/09/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","50","NO","153742.00","SAFETY","441VV-MTAG","","15","","","VL - Passenger Carrying Vehicles","","M","NO","36","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","168013.00","NO","FFDYM0","5 - Routine I - 5 days","","","2GCEK133081263410","2320015229464","","","","","","D1TZJ429SMQ","15000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","JNICKEL","9/15/2024 11:39:34 AM","SVCGM_DPAS_MAIN TFS159313","6/13/2025 9:02:47 PM"
"5 LRS MINOT","AG - SAFETY","AF08B01228","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT296899","35BD","INSP/ EMISSION SYSTEMS  #VSCOS","INSPECTION PERIODIC/ EMISSION SYSTEM CHECK, IAW TO 36-1-191, TABLE 3-2, ITEM 10","PREV","R","09/11/2025      ","XD","153742.000","LM","153391.00","M - Miles","09/11/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","153742.00","SAFETY","441VV-MTAG","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B216","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","158391.00","NO","FFDYM0","5 - Routine I - 5 days","","","2GCEK133081263410","2320015229464","","","","","","D1TZJ429SMQ","5000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","LTANG","9/15/2025 9:32:27 AM","LTANG","9/15/2025 9:32:27 AM"
"5 LRS MINOT","AG - SAFETY","AF08B01608","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT259678","43AA","INCOMING INSPECTION  #VSCOS","INCOMING INSPECTION","INSP","R","10/07/2025      ","XD","25497.000","LM","25278.00","M - Miles","10/07/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","25497.00","SAFETY","441VV-MTAG","","42","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B222","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","CREW CAB 4X4, APPROX GVWR 11500","","NO","FFDYM0","5 - Routine I - 5 days","","","1FTWW31R28EE03225","2320010948229","","","","","","D1TZJ429H1V","","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/16/2023 2:08:07 PM","UNKNOWN","10/7/2025 2:26:15 PM"
"5 LRS MINOT","AG - SAFETY","AF08B01608","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT260178","13AT","TRANSFER CASE/ FLUID #VSCOS","TRANSFER CASE/  FLUID","MANT","R","","XU","25497.000","","18780.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","25497.00","SAFETY","441VV-MTAG","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B222","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","CREW CAB 4X4, APPROX GVWR 11500","78780.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FTWW31R28EE03225","2320010948229","","","","","","D1TZJ429H1V","60000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/16/2023 3:32:13 PM","GSHONKA","3/16/2023 3:32:13 PM"
"5 LRS MINOT","AG - SAFETY","AF08B01608","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT281326","35AC","INSP/ TRANSMISSION SERVICE  #VSCOS","INSPECTION PERIODIC/ AUTOMATIC TRANSMISSION SERVICE, IAW 36-1-191, TABLE 3-2, ITEM 14","PREV","R","","XU","25497.000","","18780.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","25497.00","SAFETY","441VV-MTAG","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B222","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","CREW CAB 4X4, APPROX GVWR 11500","78780.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FTWW31R28EE03225","2320010948229","","","","","","D1TZJ429H1V","60000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","KDAVIS","12/28/2023 11:25:11 AM","KDAVIS","12/28/2023 11:25:11 AM"
"5 LRS MINOT","AG - SAFETY","AF08B01608","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT292747","34AA","SCH PREVENTIVE MAINT INSP  #VSCOS","SCH PREVENTIVE MAINTENANCE INSPECTION, IAW TO 36-1-191, TABLE 3-1 & PARA 3.13.1","PREV","R","10/07/2025      ","XD","25497.000","LM","25278.00","M - Miles","10/07/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","500","NO","25497.00","SAFETY","441VV-MTAG","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B222","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","CREW CAB 4X4, APPROX GVWR 11500","30278.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FTWW31R28EE03225","2320010948229","","","","","","D1TZJ429H1V","5000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","LTANG","9/5/2024 12:36:50 PM","UNKNOWN","10/7/2025 2:26:17 PM"
"5 LRS MINOT","AG - SAFETY","AF08B01608","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT294490","35AA","INSP/ WHEEL BEARINGS  #VSCOS","INSPECTION PERIODIC/ WHEEL BEARING INSPECTION/SERVICE, IAW TO 36-1-191, TABLE 3-2, ITEM 1","PREV","R","01/22/2024      ","XD","25497.000","LM","24345.00","M - Miles","01/22/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","50","NO","25497.00","SAFETY","441VV-MTAG","","15","","","VL - Passenger Carrying Vehicles","","M","NO","36","","B222","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","CREW CAB 4X4, APPROX GVWR 11500","39345.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FTWW31R28EE03225","2320010948229","","","","","","D1TZJ429H1V","15000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","JNICKEL","9/15/2024 12:32:47 PM","SVCGM_DPAS_MAIN TFS159313","6/13/2025 9:02:47 PM"
"5 LRS MINOT","AG - SAFETY","AF08B01608","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT296899","35BD","INSP/ EMISSION SYSTEMS  #VSCOS","INSPECTION PERIODIC/ EMISSION SYSTEM CHECK, IAW TO 36-1-191, TABLE 3-2, ITEM 10","PREV","R","10/07/2025      ","XD","25497.000","LM","25278.00","M - Miles","10/07/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","25497.00","SAFETY","441VV-MTAG","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B222","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","CREW CAB 4X4, APPROX GVWR 11500","30278.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FTWW31R28EE03225","2320010948229","","","","","","D1TZJ429H1V","5000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","LTANG","10/15/2025 3:51:41 PM","LTANG","10/15/2025 3:51:41 PM"
"5 LRS MINOT","AG - SAFETY","AF19B01958","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT259678","43AA","INCOMING INSPECTION  #VSCOS","INCOMING INSPECTION","INSP","R","02/10/2026      ","XD","1872.000","LM","1794.00","M - Miles","02/10/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","1872.00","SAFETY","441VV-MTAG","","42","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B204","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","1500","RAM","REG CAB 4X2, APPROX GVWR 6600","","NO","FFDYM0","5 - Routine I - 5 days","","","3C6JR6DG4KG675943","2320009263656","","","","","","LDN003670001148221","","200000.00","0104 - LD Pickup 4x2 Owned","110 - LD Pickup 4x2","False","GSHONKA","3/14/2023 2:41:42 PM","UNKNOWN","2/10/2026 1:00:37 PM"
"5 LRS MINOT","AG - SAFETY","AF19B01958","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT260175","02AE","SPARK PLUGS #VSCOS","IGNITION SYSTEM/ SPARK PLUGS","MANT","R","","XU","1872.000","","1.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","1872.00","SAFETY","441VV-MTAG","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B204","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","1500","RAM","REG CAB 4X2, APPROX GVWR 6600","100001.00","NO","FFDYM0","5 - Routine I - 5 days","","","3C6JR6DG4KG675943","2320009263656","","","","","","LDN003670001148221","100000","200000.00","0104 - LD Pickup 4x2 Owned","110 - LD Pickup 4x2","False","GSHONKA","3/14/2023 2:52:35 PM","GSHONKA","3/14/2023 2:52:35 PM"
"5 LRS MINOT","AG - SAFETY","AF19B01958","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT281326","35AC","INSP/ TRANSMISSION SERVICE  #VSCOS","INSPECTION PERIODIC/ AUTOMATIC TRANSMISSION SERVICE, IAW 36-1-191, TABLE 3-2, ITEM 14","PREV","R","","XU","1872.000","","742.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","1872.00","SAFETY","441VV-MTAG","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B204","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","1500","RAM","REG CAB 4X2, APPROX GVWR 6600","60742.00","NO","FFDYM0","5 - Routine I - 5 days","","","3C6JR6DG4KG675943","2320009263656","","","","","","LDN003670001148221","60000","200000.00","0104 - LD Pickup 4x2 Owned","110 - LD Pickup 4x2","False","KDAVIS","11/2/2023 11:08:08 AM","KDAVIS","11/2/2023 11:08:08 AM"
"5 LRS MINOT","AG - SAFETY","AF19B01958","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT292747","34AA","SCH PREVENTIVE MAINT INSP  #VSCOS","SCH PREVENTIVE MAINTENANCE INSPECTION, IAW TO 36-1-191, TABLE 3-1 & PARA 3.13.1","PREV","R","07/30/2025      ","XD","1872.000","LM","1648.00","M - Miles","07/30/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","500","NO","1872.00","SAFETY","441VV-MTAG","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B204","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","1500","RAM","REG CAB 4X2, APPROX GVWR 6600","6648.00","NO","FFDYM0","5 - Routine I - 5 days","","","3C6JR6DG4KG675943","2320009263656","","","","","","LDN003670001148221","5000","200000.00","0104 - LD Pickup 4x2 Owned","110 - LD Pickup 4x2","False","LTANG","8/22/2024 11:16:04 AM","UNKNOWN","7/30/2025 5:26:36 PM"
"5 LRS MINOT","AG - SAFETY","AF19B01958","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT294490","35AA","INSP/ WHEEL BEARINGS  #VSCOS","INSPECTION PERIODIC/ WHEEL BEARING INSPECTION/SERVICE, IAW TO 36-1-191, TABLE 3-2, ITEM 1","PREV","R","09/07/2023      ","XD","1872.000","LM","742.00","M - Miles","09/07/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","50","NO","1872.00","SAFETY","441VV-MTAG","","15","","","VL - Passenger Carrying Vehicles","","M","NO","36","","B204","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","1500","RAM","REG CAB 4X2, APPROX GVWR 6600","15742.00","NO","FFDYM0","5 - Routine I - 5 days","","","3C6JR6DG4KG675943","2320009263656","","","","","","LDN003670001148221","15000","200000.00","0104 - LD Pickup 4x2 Owned","110 - LD Pickup 4x2","False","LTANG","9/17/2024 11:16:07 AM","SVCGM_DPAS_MAIN TFS159313","6/13/2025 9:02:48 PM"
"5 LRS MINOT","AG - SAFETY","AF19B01958","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT296899","35BD","INSP/ EMISSION SYSTEMS  #VSCOS","INSPECTION PERIODIC/ EMISSION SYSTEM CHECK, IAW TO 36-1-191, TABLE 3-2, ITEM 10","PREV","R","07/30/2025      ","XD","1872.000","LM","1648.00","M - Miles","07/30/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","1872.00","SAFETY","441VV-MTAG","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B204","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","1500","RAM","REG CAB 4X2, APPROX GVWR 6600","6648.00","NO","FFDYM0","5 - Routine I - 5 days","","","3C6JR6DG4KG675943","2320009263656","","","","","","LDN003670001148221","5000","200000.00","0104 - LD Pickup 4x2 Owned","110 - LD Pickup 4x2","False","LTANG","7/30/2025 6:04:32 PM","LTANG","7/30/2025 6:04:32 PM"
